symbol,organ_name,icb_name,exchange
VNP,Công ty Cổ phần Nhựa Việt Nam,Nguyên vật liệu,UPCOM
VNR,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Tài chính,HNX
VNS,Công ty Cổ phần Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,HOSE
VNY,Công ty Cổ phần Thuốc thú y Trung ương I,Nguyên vật liệu,UPCOM
TVN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Nguyên vật liệu,UPCOM
VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Công nghiệp,HNX
VNX,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,Dịch vụ Tiêu dùng,UPCOM
VXT,Công ty Cổ phần Kho vận và dịch vụ thương mại,Công nghiệp,UPCOM
VOS,Công ty Cổ phần Vận tải Biển Việt Nam,Công nghiệp,HOSE
VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Công nghiệp,UPCOM
VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Công nghiệp,HNX
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,HOSE
VPA,Công ty Cổ phần Vận tải Hóa dầu VP,Công nghiệp,UPCOM
VPG,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Nguyên vật liệu,HOSE
VPH,Công ty Cổ phần Vạn Phát Hưng,Tài chính,HOSE
VPL,Công ty Cổ phần Vinpearl,Dịch vụ Tiêu dùng,HOSE
VPR,Công ty Cổ phần VINAPRINT,Dịch vụ Tiêu dùng,UPCOM
VPI,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Tài chính,HOSE
VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Tiện ích Cộng đồng,UPCOM
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,Tiện ích Cộng đồng,UPCOM
VQC,Công ty Cổ phần Giám định Vinaconmin,Công nghiệp,UPCOM
VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC,Tài chính,HOSE
VRG,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,Tài chính,UPCOM
VRE,Công ty Cổ phần Vincom Retail,Tài chính,HOSE
VSC,Công ty Cổ phần Container Việt Nam,Công nghiệp,HOSE
VSE,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,Công nghiệp,UPCOM
VSG,Công ty Cổ phần Container Phía Nam,Công nghiệp,UPCOM
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,HOSE
VSI,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Công nghiệp,HOSE
VST,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Công nghiệp,UPCOM
VTA,Công ty Cổ phần VITALY,Công nghiệp,UPCOM
VTB,Công ty Cổ phần Viettronics Tân Bình,Công nghiệp,HOSE
VTC,Công ty Cổ phần Viễn Thông VTC,Công nghệ Thông tin,HNX
VTE,Công ty Cổ phần VINACAP Kim Long,Công nghệ Thông tin,UPCOM
VGG,Tổng Công Ty Cổ phần May Việt Tiến,Hàng Tiêu dùng,UPCOM
VGI,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Viễn thông,UPCOM
VTH,Công ty Cổ phần Dây cáp điện Việt Thái,Công nghiệp,HNX
VTM,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Dịch vụ Tiêu dùng,UPCOM
VTI,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Hàng Tiêu dùng,UPCOM
VTP,Tổng Công ty Cổ phần Bưu chính Viettel,Công nghiệp,HOSE
VTJ,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,Hàng Tiêu dùng,HNX
VTK,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Công nghiệp,UPCOM
VTO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Công nghiệp,HOSE
VTQ,Công ty Cổ phần Việt Trung Quảng Bình,Nguyên vật liệu,UPCOM
VTS,Công ty Cổ phần Gạch Ngói Từ Sơn,Công nghiệp,UPCOM
VBB,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,Ngân hàng,UPCOM
DLT,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Dịch vụ Tiêu dùng,UPCOM
VTV,Công ty Cổ phần Năng lượng và Môi trường VICEM,Công nghiệp,HNX
VTX,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Công nghiệp,UPCOM
CLH,Công ty Cổ phần Xi măng La Hiên VVMI,Công nghiệp,HNX
VLW,Công ty Cổ phần Cấp nước Vĩnh Long,Tiện ích Cộng đồng,UPCOM
VW3,Công ty Cổ phần VIWASEEN3,Công nghiệp,UPCOM
VCW,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Tiện ích Cộng đồng,UPCOM
VXB,Công ty Cổ phần Vật liệu xây dựng Bến Tre,Công nghiệp,UPCOM
VXP,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,Nguyên vật liệu,UPCOM
WTC,Công ty Cổ phần Vận tải thủy - Vinacomin,Công nghiệp,UPCOM
WCS,Công ty Cổ phần Bến xe Miền Tây,Công nghiệp,HNX
WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Hàng Tiêu dùng,UPCOM
WSS,Công ty Cổ phần Chứng khoán Phố Wall,Tài chính,HNX
X20,Công ty Cổ phần X20,Hàng Tiêu dùng,HNX
X26,Công ty Cổ phần 26,Hàng Tiêu dùng,UPCOM
X77,Công ty Cổ phần Thành An 77,Công nghiệp,UPCOM
DFC,Công ty Cổ phần Xích líp Đông Anh,Nguyên vật liệu,UPCOM
XMC,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Công nghiệp,UPCOM
XMD,Công ty Cổ phần Xuân Mai - Đạo Tú,Công nghiệp,UPCOM
CQT,Công ty Cổ phần Xi măng Quán Triều VVMI,Công nghiệp,UPCOM
XPH,Công ty Cổ phần Xà phòng Hà Nội,Hàng Tiêu dùng,UPCOM
YEG,Công ty Cổ phần Tập đoàn Yeah1,Dịch vụ Tiêu dùng,HOSE
YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Dược phẩm và Y tế,UPCOM
